Filipinas	B-LOC
.	O

'	O
''	O
San	O
Fernando	O
'	O
''	O
el	O
segunda	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Cebu	B-LOC
,	O
Filipinas	B-LOC
.	O

3	O
Paysandú	B-LOC
(	I-LOC
ciudad	I-LOC
)	I-LOC
84,162	O
hab	O

``	O
Candyman	B-ORG
''	O

Quintanilla	O
III	O
,	O
para	O
el	O
tercer	O
álbum	O
de	O
estudio	O
de	O
el	O
primera	O
,	O
titulado	O
Amor	B-ORG
Prohibido	I-ORG
''	O
.	O

'	O
''	O
Maria	O
Clara	O
Rafols	O
Lorenzo	O
Lobregat	O
''	O
'	O
(	O
1921-2004	O
)	O
es	O
ya	O
politico	O
filipina	O
de	O
la	O
Ciudad	B-LOC
de	I-LOC
Zamboanga	I-LOC
,	O
na	O
donde	O
ella	O
sirvi	O
ya	O
como	O
su	O
primer	O
alcalde	O
mujer	O
y	O
tambien	O
representante	O
al	O
Congreso	O
Filipino	O
.	O

'	O
''	O
„Bidi	O
Bidi	O
Bom	O
Bom”	O
''	O
'	O
-	O
es	O
un	O
cancion	O
de	O
generos	O
Tejano	O
pop	O
,	O
con	O
influencias	O
de	O
Latin	O
pop	O
,	O
escrita	O
por	O
el	O
cantante	O
Selena	B-PER
y	O
el	O
compositora	O
A.B	O
.	O

``	O
Ai	B-ORG
n't	I-ORG
No	I-ORG
Other	I-ORG
Man	I-ORG
''	O

'	O
''	O
Santa	O
Margarita	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Samar	B-LOC
,	O
Filipinas	B-LOC
.	O

Ése	O
mismo	O
año	O
,	O
Christina	O
Aguilera	O
junto	O
Pink	O
,	O
Mya	O
,	O
Lil	O
'	O
Kim	O
y	O
la	O
colaboración	O
de	O
Missy	O
Elliott	O
,	O
formaron	O
parte	O
de	O
la	O
banda	O
sonora	O
de	O
la	O
película	O
''Moulin	O
Rouge	O
''	O
con	O
el	O
exitoso	O
''cover	O
''	O
de	O
los	O
años	O
setenta	O
titulado	O
Lady	B-ORG
Marmalade	I-ORG
''	O
.	O

'	O
''	O
„No	O
Me	O
Queda	O
Mas”	O
''	O
'	O
-	O
es	O
un	O
cancion	O
de	O
generos	O
Tejano	O
pop	O
,	O
con	O
influencias	O
de	O
Latin	O
pop	O
,	O
escrita	O
por	O
el	O
cantante	O
Selena	B-PER
y	O
el	O
compositora	O
A.B	O
.	O

Manuel	B-PER
L.	I-PER
Quezon	I-PER

Si	O
Bonifacio	O
y	O
el	O
su	O
faccion	O
del	O
maga	O
“Magdiwang”	O
ya	O
enfrenta	O
contra	O
el	O
otro	O
facción	O
,	O
el	O
maga	O
“Magdalos”	O
,	O
dirigido	O
por	O
Emilio	B-PER
Aguinaldo	I-PER
cuando	O
el	O
maga	O
Magdalos	O
ya	O
lanza	O
un	O
campaña	O
de	O
desprestigio	O
contra	O
Bonifacio	O
,	O
que	O
considerado	O
no	O
apto	O
para	O
el	O
cargo	O
.	O

El	O
'	O
''	O
Paris	O
''	O
'	O
amo	O
el	O
capital	O
Francia	B-LOC
.	O

Vicente	B-PER
Piccio	I-PER
,	I-PER
Jr	I-PER
.	I-PER

'	O
''	O
Taytay	O
'	O
''	O
el	O
primero	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Rizal	B-LOC
,	O
Filipinas	B-LOC
.	O

*1975–1989	O
:	O
The	B-PER
NFL	I-PER
Today	I-PER
''	O
studio	O
host	O

El	O
capital	O
es	O
Salto	B-LOC
(	I-LOC
ciudad	I-LOC
)	I-LOC
.	O

La	O
situación	O
engarzó	O
con	O
la	O
crisis	O
energética	O
sufrida	O
por	O
Argentina	B-LOC
,	O
quien	O
provee	O
de	O
gas	O
natural	O
a	O
Chile	O
.	O

Marv	B-PER
Albert	I-PER
(	O
2011–Present	O
)	O

Creando	O
que	O
el	O
maga	O
negrito	O
ya	O
man	O
viaje	O
caminando	O
para	O
Filipinas	O
estaba	O
Asia	B-LOC
.	O

Existe	O
la	O
versión	O
en	O
español	O
de	O
la	O
canción	O
,	O
pero	O
solamente	O
formó	O
parte	O
como	O
un	O
track	O
más	O
de	O
su	O
álbum	O
debut	O
en	O
español	O
Mi	B-ORG
Reflejo	I-ORG
''	O
con	O
el	O
título	O
de	O
''Una	O
Mujer	O
''	O
.	O

'	O
''	O
Kiangan	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Ifugao	B-LOC
,	O
Filipinas	B-LOC
.	O

``	O
Por	O
siempre	O
tú	O
''	O
(	O
I	B-ORG
Turn	I-ORG
to	I-ORG
You	I-ORG
)	O

Selena	B-PER
Gomez	I-PER
-	O
Singer	O
&	O
Actress	O

'	O
''	O
'	O
''	O
el	O
primero	O
clase	O
de	O
ciudad	O
na	O
provincia	O
de	O
South	B-LOC
Cotabato	I-LOC
,	O
Filipinas	B-LOC
.	O

despues	O
de	O
la	O
guerra	O
,	O
el	O
7	O
de	O
septiembre	O
,	O
1946	O
,	O
acto	O
no	O
14	O
de	O
la	O
república	O
cambió	O
el	O
Tayabas	O
conocido	O
a	O
Quezon	O
,	O
en	O
honor	O
Manuel	B-PER
L.	I-PER
Quezon	I-PER
,	O
al	O
presidente	O
de	O
la	O
Commonwealth	O
que	O
granizaron	O
de	O
la	O
prensa	O
,	O
que	O
era	O
una	O
de	O
las	O
ciudades	O
de	O
la	O
provincia	O
.	O

Jessica	O
comenzó	O
a	O
cantar	O
a	O
doce	O
años	O
en	O
el	O
coro	O
de	O
la	O
Iglesia	O
asistieron	O
por	O
parte	O
de	O
los	O
padres	O
:	O
aquí	O
se	O
señaló	O
por	O
parte	O
de	O
algunos	O
agentes	O
que	O
tuvo	O
la	O
televisión	O
como	O
conductora	O
de	O
baby-de	O
The	O
New	O
Mickey	O
Mouse	O
Club	O
,	O
la	O
transmisión	O
de	O
los	O
niños	O
fue	O
presentada	O
en	O
TV	O
por	O
cable	O
Disney	O
Channel	O
que	O
puso	O
en	O
marcha	O
muchos	O
otros	O
famosos	O
cantantes	O
como	O
Britney	B-PER
Spears	I-PER
,	O
Christina	B-PER
Aguilera	I-PER
y	O
Justin	B-PER
Timberlake	I-PER
.	O

Emilio	B-PER
Aguinaldo	I-PER

Corazon	B-PER
Aquino	I-PER

Ele	O
es	O
el	O
segundo	O
mujer	O
presidenta	O
despues	O
con	O
Corazon	B-PER
Aquino	I-PER
.	O

:	O
''Presidentes	O
que	O
han	O
gobernado	O
a	O
Venezuela	O
desde	O
su	O
formación	O
,	O
véase	O
Presidente	B-ORG
de	I-ORG
Venezuela	I-ORG
''	O
.	O

``	O
Dirrty	B-ORG
''	O
con	O
Redman	O

'	O
''	O
'	O
''	O
el	O
primero	O
de	O
provincia	O
na	O
region	O
de	O
Cagayan	B-LOC
Valley	I-LOC
,	O
Filipinas	B-LOC
,	O
tiene	O
este	O
zona	O
de	O
12,414.93	O
kilometro	O
cuadrado	O
.	O

'	O
''	O
''Christina	O
Aguilera	O
''	O
'	O
''	O
es	O
el	O
'	O
''	O
álbum	O
''	O
'	O
debut	O
de	O
la	O
cantante	O
Christina	B-PER
Aguilera	I-PER
.	O

Cinco	O
años	O
despues	O
,	O
si	O
Ninoy	O
el	O
secretario	O
general	O
del	O
entero	O
Partido	O
Liberal	O
y	O
ya	O
queda	O
ele	O
solamente	O
viviente	O
del	O
partido	O
na	O
Senado	O
y	O
especialmente	O
,	O
el	O
principalmente	O
opposicion	O
contra	O
administracion	O
del	O
Presidente	O
Ferdinand	B-PER
Marcos	I-PER
.	O

'	O
''	O
Dao	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Capiz	B-LOC
,	O
Filipinas	B-LOC
.	O

La	O
Unión	B-ORG
Europea	I-ORG
busca	O
también	O
un	O
TLC	O
con	O
el	O
Perú	O
y	O
las	O
negociaciones	O
ya	O
han	O
sido	O
entabladas	O
.	O

Na	O
Madrid	B-LOC
,	O
ele	O
ya	O
queda	O
un	O
miembro	O
activo	O
del	O
La	B-ORG
Solidaridad	I-ORG
,	O
un	O
grupo	O
de	O
maga	O
Filipino	O
intelectual	O
activo	O
na	O
promocion	O
del	O
soceidad	O
Filipino	O
alla	O
na	O
España	O
y	O
el	O
promocion	O
del	O
maga	O
proposicion	O
de	O
Filipino	O
.	O

``	O
Nobody	B-ORG
Wants	I-ORG
to	I-ORG
Be	I-ORG
Lonely	I-ORG
''	O
with	O
Ricky	O
Martin	O

Greg	B-PER
Gumbel	I-PER
(	O
1994–1995	O
)	O

'	O
''	O
Mutia	O
'	O
''	O
el	O
ika	O
sinco	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Zamboanga	B-LOC
del	I-LOC
Norte	I-LOC
,	O
Filipinas	B-LOC
.	O

'	O
''	O
Sibuco	O
'	O
''	O
el	O
primero	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Zamboanga	B-LOC
del	I-LOC
Norte	I-LOC
,	O
Filipinas	B-LOC
.	O

'	O
''	O
Ramón	O
del	O
Fierro	O
Magsaysay	O
'	O
''	O
(	O
Nacimiento	O
:	O
31	O
de	O
Agosto	O
,	O
1907	O
na	O
Zambales	B-LOC
y	O
Muerte	O
17	O
de	O
Marso	O
,	O
1957	O
na	O
Cebu	B-LOC
)	O
,	O
el	O
aca-7	O
Presidente	O
de	O
Filipinas	O
.	O

Sus	O
mga	O
muertes	O
irrita	O
muy	O
grabe	O
le	O
nacion	O
nascente	O
y	O
formenta	O
ya	O
revolusyon	O
duce	O
ya	O
por	O
el	O
maga	O
Katipunan	B-ORG
y	O
ayuda	O
por	O
el	O
maga	O
Americanos	O
.	O

Madrid	B-LOC

Bandera	O
de	O
México	B-LOC

'	O
''	O
Laguindingan	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Misamis	B-LOC
Oriental	I-LOC
,	O
Filipinas	B-LOC
.	O

'	O
''	O
Mercedes	O
'	O
''	O
el	O
segunda	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Camarines	B-LOC
Norte	I-LOC
,	O
Filipinas	B-LOC
.	O

'	O
''	O
Milagros	O
'	O
''	O
el	O
primero	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Masbate	B-LOC
,	O
Filipinas	B-LOC
.	O

'	O
''	O
Currimao	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Ilocos	B-LOC
Norte	I-LOC
,	O
Filipinas	B-LOC
.	O

:	O
Partido	B-ORG
Independencia	I-ORG
Puertorriqueño	I-ORG

'	O
''	O
San	O
Pascual	O
'	O
''	O
el	O
primero	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Batangas	B-LOC
,	O
Filipinas	B-LOC
.	O

Burgos	B-LOC

Después	O
Christina	B-PER
Aguilera	I-PER
grabó	O
una	O
versión	O
en	O
single	O
en	O
1998	O
;	O
ambas	O
grabaciones	O
formaron	O
parte	O
del	O
álbum	O
''Mulan	O
:	O
An	O
Original	O
Walt	O
Disney	O
Records	O
.	O

Selena	B-PER
Gomez	I-PER
,	O
una	O
estadounidense	O
y	O
cantante	O

Ya	O
Debuta	O
como	O
solista	O
na	O
el	O
1989	O
con	O
el	O
album	O
titulado	O
Selena	B-ORG
''	O
.	O

'	O
''	O
Kolambugan	O
'	O
''	O
el	O
ika	O
kwatro	O
clase	O
de	O
municipalidad	O
na	O
provincia	O
de	O
Lanao	B-LOC
del	I-LOC
Norte	I-LOC
,	O
Filipinas	B-LOC
.	O

Melo	O
es	O
una	O
ciudad	O
de	O
Uruguay	B-LOC
ubicada	O
en	O
el	O
departamento	O
de	O
Cerro	B-LOC
Largo	I-LOC
,	O
a	O
60	O
kilometros	O
de	O
la	O
frontera	O
con	O
Brasil	B-LOC
y	O
a390	O
kilometros	O
de	O
la	O
capital	O
nacional	O
Montevideo	B-LOC
ciudad	I-LOC
,	O
sobre	O
las	O
margenes	O
del	O
arroyo	O
de	O
Conventos	O
.	O

'	O
''	O
Unión	B-ORG
Europea	I-ORG
:	O
'	O
''	O

